"firstName","lastName","nationality","id","code","name","type","abbreviation","Label"
"Joe","Morrow","CAN",8476476,"D","Defenseman","Defenseman","D","Joe Morrow"
"Matt","Puempel","CAN",8476477,"L","Left Wing","Forward","LW","Matt Puempel"
"Stuart","Percy","CAN",8476478,"D","Defenseman","Defenseman","D","Stuart Percy"
"Phillip","Danault","CAN",8476479,"L","Left Wing","Forward","LW","Phillip Danault"
"Vladislav","Namestnikov","RUS",8476480,"C","Center","Forward","C","Vladislav Namestnikov"
"Nicklas","Jensen","DNK",8476482,"L","Left Wing","Forward","LW","Nicklas Jensen"
"Rickard","Rakell","SWE",8476483,"R","Right Wing","Forward","RW","Rickard Rakell"
"Seth","Griffith","CAN",8476495,"C","Center","Forward","C","Seth Griffith"
"Turner","Elson","CAN",8476505,"C","Center","Forward","C","Turner Elson"
"Maxime","Lagace","CAN",8476509,"G","Goalie","Goalie","G","Maxime Lagace"
"Samuel","Henley","CAN",8476511,"C","Center","Forward","C","Samuel Henley"
"Adam","Payerl","CAN",8476522,"C","Center","Forward","C","Adam Payerl"
"Colin","Miller","CAN",8476525,"D","Defenseman","Defenseman","D","Colin Miller"
"Ben","Thomson","CAN",8476526,"L","Left Wing","Forward","LW","Ben Thomson"
"Colin","Smith","CAN",8476536,"C","Center","Forward","C","Colin Smith"
"Jonathan","Marchessault","CAN",8476539,"C","Center","Forward","C","Jonathan Marchessault"
"Kurtis","Gabriel","CAN",8476545,"R","Right Wing","Forward","RW","Kurtis Gabriel"
"Daniil","Tarasov","RUS",8476549,"R","Right Wing","Forward","RW","Daniil Tarasov"
"Tomas","Hyka","CZE",8476617,"R","Right Wing","Forward","RW","Tomas Hyka"
"Zack","Mitchell","CAN",8476619,"R","Right Wing","Forward","RW","Zack Mitchell"
"Barclay","Goodrow","CAN",8476624,"C","Center","Forward","C","Barclay Goodrow"
"Calvin","Heeter","USA",8476763,"G","Goalie","Goalie","G","Calvin Heeter"
"Mike","Halmo","CAN",8476765,"L","Left Wing","Forward","LW","Mike Halmo"
"Cole","Schneider","USA",8476766,"L","Left Wing","Forward","LW","Cole Schneider"
"Bobby","Farnham","USA",8476769,"R","Right Wing","Forward","RW","Bobby Farnham"
"Brian","O'Neill","USA",8476772,"R","Right Wing","Forward","RW","Brian O'Neill"
"Brad","Hunt","CAN",8476779,"D","Defenseman","Defenseman","D","Brad Hunt"
"Torey","Krug","USA",8476792,"D","Defenseman","Defenseman","D","Torey Krug"
"Karl","Stollery","CAN",8476798,"D","Defenseman","Defenseman","D","Karl Stollery"
"Cameron","Schilling","USA",8476799,"D","Defenseman","Defenseman","D","Cameron Schilling"
"Shawn","Hunwick","USA",8476803,"G","Goalie","Goalie","G","Shawn Hunwick"
"Spencer","Abbott","CAN",8476805,"L","Left Wing","Forward","LW","Spencer Abbott"
"J.T.","Brown","USA",8476806,"R","Right Wing","Forward","RW","J.T. Brown"
"Matt","Tennyson","USA",8476807,"D","Defenseman","Defenseman","D","Matt Tennyson"
"Brian","Flynn","USA",8476808,"C","Center","Forward","C","Brian Flynn"
"Jeremy","Welsh","CAN",8476819,"C","Center","Forward","C","Jeremy Welsh"
"Luke","Glendening","USA",8476822,"C","Center","Forward","C","Luke Glendening"
"Yanni","Gourde","CAN",8476826,"C","Center","Forward","C","Yanni Gourde"
"Chad","Billins","USA",8476827,"D","Defenseman","Defenseman","D","Chad Billins"
"Roman","Cervenka","CZE",8476834,"C","Center","Forward","C","Roman Cervenka"
"Daniel","Bang","SWE",8476835,"L","Left Wing","Forward","LW","Daniel Bang"
"Viktor","Fasth","SWE",8476839,"G","Goalie","Goalie","G","Viktor Fasth"
"Niklas","Svedberg","SWE",8476844,"G","Goalie","Goalie","G","Niklas Svedberg"
"Cristopher","Nilstorp","SWE",8476846,"G","Goalie","Goalie","G","Cristopher Nilstorp"
"Harri","Pesonen","FIN",8476849,"C","Center","Forward","C","Harri Pesonen"
"Ryan","Murray","CAN",8476850,"D","Defenseman","Defenseman","D","Ryan Murray"
"Alex","Galchenyuk","USA",8476851,"C","Center","Forward","C","Alex Galchenyuk"
"Griffin","Reinhart","CAN",8476852,"D","Defenseman","Defenseman","D","Griffin Reinhart"
"Morgan","Rielly","CAN",8476853,"D","Defenseman","Defenseman","D","Morgan Rielly"
"Hampus","Lindholm","SWE",8476854,"D","Defenseman","Defenseman","D","Hampus Lindholm"
"Nail","Yakupov","RUS",8476855,"R","Right Wing","Forward","RW","Nail Yakupov"
"Matt","Dumba","CAN",8476856,"D","Defenseman","Defenseman","D","Matt Dumba"
"Pontus","Aberg","SWE",8476857,"L","Left Wing","Forward","LW","Pontus Aberg"
"Phillip","Di Giuseppe","CAN",8476858,"L","Left Wing","Forward","LW","Phillip Di Giuseppe"
"Oscar","Dansk","SWE",8476861,"G","Goalie","Goalie","G","Oscar Dansk"
"Nicolas","Kerdiles","USA",8476866,"L","Left Wing","Forward","LW","Nicolas Kerdiles"
"Brendan","Gaunce","CAN",8476867,"C","Center","Forward","C","Brendan Gaunce"
"Henrik","Samuelsson","USA",8476868,"C","Center","Forward","C","Henrik Samuelsson"
"Brady","Skjei","USA",8476869,"D","Defenseman","Defenseman","D","Brady Skjei"
"Stefan","Matteau","USA",8476870,"C","Center","Forward","C","Stefan Matteau"
"Tanner","Pearson","CAN",8476871,"L","Left Wing","Forward","LW","Tanner Pearson"
"Scott","Laughton","CAN",8476872,"L","Left Wing","Forward","LW","Scott Laughton"
"Mark","Jankowski","CAN",8476873,"C","Center","Forward","C","Mark Jankowski"
"Olli","Maatta","FIN",8476874,"D","Defenseman","Defenseman","D","Olli Maatta"
"Mike","Matheson","CAN",8476875,"D","Defenseman","Defenseman","D","Mike Matheson"
"Malcolm","Subban","CAN",8476876,"G","Goalie","Goalie","G","Malcolm Subban"
"Jordan","Schmaltz","USA",8476877,"D","Defenseman","Defenseman","D","Jordan Schmaltz"
"Zemgus","Girgensons","LVA",8476878,"C","Center","Forward","C","Zemgus Girgensons"
"Cody","Ceci","CAN",8476879,"D","Defenseman","Defenseman","D","Cody Ceci"
"Tom","Wilson","CAN",8476880,"R","Right Wing","Forward","RW","Tom Wilson"
"Tomas","Hertl","CZE",8476881,"C","Center","Forward","C","Tomas Hertl"
"Teuvo","Teravainen","FIN",8476882,"L","Left Wing","Forward","LW","Teuvo Teravainen"
"Andrei","Vasilevskiy","RUS",8476883,"G","Goalie","Goalie","G","Andrei Vasilevskiy"
"Derrick","Pouliot","CAN",8476884,"D","Defenseman","Defenseman","D","Derrick Pouliot"
"Jacob","Trouba","USA",8476885,"D","Defenseman","Defenseman","D","Jacob Trouba"
"Slater","Koekkoek","CAN",8476886,"D","Defenseman","Defenseman","D","Slater Koekkoek"
"Filip","Forsberg","SWE",8476887,"L","Left Wing","Forward","LW","Filip Forsberg"
"Mikhail","Grigorenko","RUS",8476888,"C","Center","Forward","C","Mikhail Grigorenko"
"Radek","Faksa","CZE",8476889,"C","Center","Forward","C","Radek Faksa"
"Patrick","Sieloff","USA",8476890,"D","Defenseman","Defenseman","D","Patrick Sieloff"
"Matt","Grzelcyk","USA",8476891,"D","Defenseman","Defenseman","D","Matt Grzelcyk"
"Colton","Parayko","CAN",8476892,"D","Defenseman","Defenseman","D","Colton Parayko"
"Brendan","Leipsic","CAN",8476894,"L","Left Wing","Forward","LW","Brendan Leipsic"
"Oskar","Sundqvist","SWE",8476897,"C","Center","Forward","C","Oskar Sundqvist"
"Matt","Murray","CAN",8476899,"G","Goalie","Goalie","G","Matt Murray"
"Esa","Lindell","FIN",8476902,"D","Defenseman","Defenseman","D","Esa Lindell"
"Jon","Gillies","USA",8476903,"G","Goalie","Goalie","G","Jon Gillies"
"Chris","Driedger","CAN",8476904,"G","Goalie","Goalie","G","Chris Driedger"
"Chandler","Stephenson","CAN",8476905,"C","Center","Forward","C","Chandler Stephenson"
"Shayne","Gostisbehere","USA",8476906,"D","Defenseman","Defenseman","D","Shayne Gostisbehere"
"Mackenzie","MacEachern","USA",8476907,"L","Left Wing","Forward","LW","Mackenzie MacEachern"
"Scott","Kosmachuk","CAN",8476910,"R","Right Wing","Forward","RW","Scott Kosmachuk"
"Tanner","Richard","CAN",8476911,"C","Center","Forward","C","Tanner Richard"
"Devin","Shore","CAN",8476913,"C","Center","Forward","C","Devin Shore"
"Joonas","Korpisalo","FIN",8476914,"G","Goalie","Goalie","G","Joonas Korpisalo"
"Jujhar","Khaira","CAN",8476915,"L","Left Wing","Forward","LW","Jujhar Khaira"
"Adam","Pelech","CAN",8476917,"D","Defenseman","Defenseman","D","Adam Pelech"
"Jimmy","Vesey","USA",8476918,"L","Left Wing","Forward","LW","Jimmy Vesey"
"Chris","Tierney","CAN",8476919,"C","Center","Forward","C","Chris Tierney"
"Jordan","Martinook","CAN",8476921,"L","Left Wing","Forward","LW","Jordan Martinook"
"Boo","Nieves","USA",8476922,"C","Center","Forward","C","Boo Nieves"
"Damon","Severson","CAN",8476923,"D","Defenseman","Defenseman","D","Damon Severson"
"Martin","Frk","CZE",8476924,"R","Right Wing","Forward","RW","Martin Frk"
"Colton","Sissons","CAN",8476925,"C","Center","Forward","C","Colton Sissons"
"Teddy","Blueger","LVA",8476927,"C","Center","Forward","C","Teddy Blueger"
"Jake","McCabe","USA",8476931,"D","Defenseman","Defenseman","D","Jake McCabe"
"Anthony","Stolarz","USA",8476932,"G","Goalie","Goalie","G","Anthony Stolarz"
"Brock","McGinn","CAN",8476934,"L","Left Wing","Forward","LW","Brock McGinn"
"Connor","Carrick","USA",8476941,"D","Defenseman","Defenseman","D","Connor Carrick"
"Brendan","Woods","CAN",8476944,"L","Left Wing","Forward","LW","Brendan Woods"
"Connor","Hellebuyck","USA",8476945,"G","Goalie","Goalie","G","Connor Hellebuyck"
"Charles","Hudon","CAN",8476948,"L","Left Wing","Forward","LW","Charles Hudon"
"Dominic","Toninato","USA",8476952,"C","Center","Forward","C","Dominic Toninato"
"Trevor","Carrick","CAN",8476953,"D","Defenseman","Defenseman","D","Trevor Carrick"
"Taylor","Leier","CAN",8476955,"L","Left Wing","Forward","LW","Taylor Leier"
"Jaccob","Slavin","USA",8476958,"D","Defenseman","Defenseman","D","Jaccob Slavin"
"Andreas","Athanasiou","CAN",8476960,"C","Center","Forward","C","Andreas Athanasiou"
"Gemel","Smith","CAN",8476966,"C","Center","Forward","C","Gemel Smith"
"Brett","Kulak","CAN",8476967,"D","Defenseman","Defenseman","D","Brett Kulak"
"Kevin","Roy","CAN",8476971,"C","Center","Forward","C","Kevin Roy"
"Cedric","Paquette","CAN",8476975,"C","Center","Forward","C","Cedric Paquette"
"Erik","Gustafsson","SWE",8476979,"D","Defenseman","Defenseman","D","Erik Gustafsson"
"Josh","Anderson","CAN",8476981,"R","Right Wing","Forward","RW","Josh Anderson"
"Danny","O'Regan","USA",8476982,"C","Center","Forward","C","Danny O'Regan"
"Paul","LaDue","USA",8476983,"D","Defenseman","Defenseman","D","Paul LaDue"
"Marek","Langhamer","CZE",8476986,"G","Goalie","Goalie","G","Marek Langhamer"
"Matt","Benning","CAN",8476988,"D","Defenseman","Defenseman","D","Matt Benning"
"Petteri","Lindbohm","FIN",8476989,"D","Defenseman","Defenseman","D","Petteri Lindbohm"
"Marek","Mazanec","CZE",8476992,"G","Goalie","Goalie","G","Marek Mazanec"
"Vinnie","Hinostroza","USA",8476994,"C","Center","Forward","C","Vinnie Hinostroza"
"Linus","Ullmark","SWE",8476999,"G","Goalie","Goalie","G","Linus Ullmark"
"Riley","Barber","USA",8477003,"R","Right Wing","Forward","RW","Riley Barber"
"Christoph","Bertschy","CHE",8477006,"C","Center","Forward","C","Christoph Bertschy"
"Jake","Dotchin","CAN",8477009,"D","Defenseman","Defenseman","D","Jake Dotchin"
"Joseph","Blandisi","CAN",8477010,"C","Center","Forward","C","Joseph Blandisi"
"Connor","Brown","CAN",8477015,"R","Right Wing","Forward","RW","Connor Brown"
"Ben","Hutton","CAN",8477018,"D","Defenseman","Defenseman","D","Ben Hutton"
"Alexander","Kerfoot","CAN",8477021,"C","Center","Forward","C","Alexander Kerfoot"
"Viktor","Loov","SWE",8477033,"D","Defenseman","Defenseman","D","Viktor Loov"
"Jaycob","Megna","USA",8477034,"D","Defenseman","Defenseman","D","Jaycob Megna"
"Brady","Austin","CAN",8477041,"D","Defenseman","Defenseman","D","Brady Austin"
"Christian","Djoos","SWE",8477043,"D","Defenseman","Defenseman","D","Christian Djoos"
"Joakim","Ryan","USA",8477046,"D","Defenseman","Defenseman","D","Joakim Ryan"
"Damien","Brunner","CHE",8477059,"R","Right Wing","Forward","RW","Damien Brunner"
"Liam","O'Brien","CAN",8477070,"C","Center","Forward","C","Liam O'Brien"
"Kurtis","MacDermid","CAN",8477073,"D","Defenseman","Defenseman","D","Kurtis MacDermid"
"JC","Lipon","CAN",8477076,"R","Right Wing","Forward","RW","JC Lipon"
"Dmitry","Korobov","BLR",8477082,"D","Defenseman","Defenseman","D","Dmitry Korobov"
"Mackenzie","Skapski","CAN",8477084,"G","Goalie","Goalie","G","Mackenzie Skapski"
"Ashton","Sautner","CAN",8477085,"D","Defenseman","Defenseman","D","Ashton Sautner"
"Evan","McEneny","CAN",8477091,"D","Defenseman","Defenseman","D","Evan McEneny"
"Andrey","Makarov","RUS",8477092,"G","Goalie","Goalie","G","Andrey Makarov"
"Jayson","Megna","USA",8477126,"C","Center","Forward","C","Jayson Megna"
"Raman","Hrabarenka","BLR",8477127,"D","Defenseman","Defenseman","D","Raman Hrabarenka"
"Aaron","Dell","CAN",8477180,"G","Goalie","Goalie","G","Aaron Dell"
"Kellan","Lain","CAN",8477201,"L","Left Wing","Forward","LW","Kellan Lain"
"Andrew","Hammond","CAN",8477202,"G","Goalie","Goalie","G","Andrew Hammond"
"Andrej","Sustr","CZE",8477205,"D","Defenseman","Defenseman","D","Andrej Sustr"
"Buddy","Robinson","USA",8477210,"R","Right Wing","Forward","RW","Buddy Robinson"
"Tim","Schaller","USA",8477213,"C","Center","Forward","C","Tim Schaller"
"Conor","Allen","USA",8477214,"D","Defenseman","Defenseman","D","Conor Allen"
"Danny","DeKeyser","USA",8477215,"D","Defenseman","Defenseman","D","Danny DeKeyser"
"Nate","Schmidt","USA",8477220,"D","Defenseman","Defenseman","D","Nate Schmidt"
"Jared","Coreau","CAN",8477225,"G","Goalie","Goalie","G","Jared Coreau"
"Eriah","Hayes","USA",8477227,"R","Right Wing","Forward","RW","Eriah Hayes"
"Matt","Lindblad","USA",8477228,"C","Center","Forward","C","Matt Lindblad"
"Troy","Grosenick","USA",8477234,"G","Goalie","Goalie","G","Troy Grosenick"
"Mike","Condon","USA",8477237,"G","Goalie","Goalie","G","Mike Condon"
"Carter","Rowney","CAN",8477240,"R","Right Wing","Forward","RW","Carter Rowney"
"Drew","LeBlanc","USA",8477243,"C","Center","Forward","C","Drew LeBlanc"
"Chad","Ruhwedel","USA",8477244,"D","Defenseman","Defenseman","D","Chad Ruhwedel"
"Andrew","Miller","USA",8477249,"C","Center","Forward","C","Andrew Miller"
"Anton","Belov","RUS",8477289,"D","Defenseman","Defenseman","D","Anton Belov"
"Michael","Raffl","AUT",8477290,"L","Left Wing","Forward","LW","Michael Raffl"
"Antti","Raanta","FIN",8477293,"G","Goalie","Goalie","G","Antti Raanta"
"Viktor","Svedberg","SWE",8477300,"D","Defenseman","Defenseman","D","Viktor Svedberg"
"Antoine","Bibeau","CAN",8477312,"G","Goalie","Goalie","G","Antoine Bibeau"
"Anton","Blidh","SWE",8477320,"L","Left Wing","Forward","LW","Anton Blidh"
"Joel","Vermin","CHE",8477326,"R","Right Wing","Forward","RW","Joel Vermin"
"John","Gilmour","CAN",8477337,"D","Defenseman","Defenseman","D","John Gilmour"
"Andreas","Johnsson","SWE",8477341,"L","Left Wing","Forward","LW","Andreas Johnsson"
"Tyler","Lewington","CAN",8477343,"D","Defenseman","Defenseman","D","Tyler Lewington"
"MacKenzie","Weegar","CAN",8477346,"D","Defenseman","Defenseman","D","MacKenzie Weegar"
"Tyler","Motte","USA",8477353,"C","Center","Forward","C","Tyler Motte"
"Will","Butcher","USA",8477355,"D","Defenseman","Defenseman","D","Will Butcher"
"Kristers","Gudlevskis","LVA",8477356,"G","Goalie","Goalie","G","Kristers Gudlevskis"
"Saku","Maenalanen","FIN",8477357,"R","Right Wing","Forward","RW","Saku Maenalanen"
"Tucker","Poolman","USA",8477359,"D","Defenseman","Defenseman","D","Tucker Poolman"
"Calvin","Petersen","USA",8477361,"G","Goalie","Goalie","G","Calvin Petersen"
"Connor","Clifton","USA",8477365,"D","Defenseman","Defenseman","D","Connor Clifton"
"Luke","Johnson","USA",8477366,"C","Center","Forward","C","Luke Johnson"
"Carson","Soucy","CAN",8477369,"D","Defenseman","Defenseman","D","Carson Soucy"
"Jonny","Brodzinski","USA",8477380,"C","Center","Forward","C","Jonny Brodzinski"
"Josh","Brown","CAN",8477384,"D","Defenseman","Defenseman","D","Josh Brown"
"Sean","Malone","USA",8477391,"C","Center","Forward","C","Sean Malone"
"Hudson","Fasching","USA",8477392,"R","Right Wing","Forward","RW","Hudson Fasching"
"Tyrell","Goulbourne","CAN",8477399,"L","Left Wing","Forward","LW","Tyrell Goulbourne"
"John","Hayden","USA",8477401,"C","Center","Forward","C","John Hayden"
"Pavel","Buchnevich","RUS",8477402,"L","Left Wing","Forward","LW","Pavel Buchnevich"
"Jake","Guentzel","USA",8477404,"C","Center","Forward","C","Jake Guentzel"
"Marcus","Hogberg","SWE",8477405,"G","Goalie","Goalie","G","Marcus Hogberg"
"Mattias","Janmark","SWE",8477406,"C","Center","Forward","C","Mattias Janmark"
"Anthony","Duclair","CAN",8477407,"L","Left Wing","Forward","LW","Anthony Duclair"
"Bogdan","Yakimov","RUS",8477410,"C","Center","Forward","C","Bogdan Yakimov"
"Sven","Andrighetto","CHE",8477413,"R","Right Wing","Forward","RW","Sven Andrighetto"
"Anton","Slepyshev","RUS",8477415,"L","Left Wing","Forward","LW","Anton Slepyshev"
"Oliver","Bjorkstrand","DNK",8477416,"R","Right Wing","Forward","RW","Oliver Bjorkstrand"
"Peter","Cehlarik","SVK",8477417,"L","Left Wing","Forward","LW","Peter Cehlarik"
"Juuse","Saros","FIN",8477424,"G","Goalie","Goalie","G","Juuse Saros"
"Miles","Wood","USA",8477425,"L","Left Wing","Forward","LW","Miles Wood"
"Nick","Paul","CAN",8477426,"L","Left Wing","Forward","LW","Nick Paul"
"Tobias","Lindberg","SWE",8477427,"R","Right Wing","Forward","RW","Tobias Lindberg"
"Justin","Auger","CAN",8477428,"R","Right Wing","Forward","RW","Justin Auger"
"Andrew","Copp","USA",8477429,"C","Center","Forward","C","Andrew Copp"
"Ben","Harpur","CAN",8477433,"D","Defenseman","Defenseman","D","Ben Harpur"
"Ryan","Graves","CAN",8477435,"D","Defenseman","Defenseman","D","Ryan Graves"
"Andre","Burakovsky","SWE",8477444,"L","Left Wing","Forward","LW","Andre Burakovsky"
"Hunter","Shinkaruk","CAN",8477445,"C","Center","Forward","C","Hunter Shinkaruk"
"Michael","McCarron","USA",8477446,"R","Right Wing","Forward","RW","Michael McCarron"
"Shea","Theodore","CAN",8477447,"D","Defenseman","Defenseman","D","Shea Theodore"
"Marko","Dano","SVK",8477448,"C","Center","Forward","C","Marko Dano"
"Morgan","Klimchuk","CAN",8477449,"L","Left Wing","Forward","LW","Morgan Klimchuk"
"Jason","Dickinson","CAN",8477450,"C","Center","Forward","C","Jason Dickinson"
"Ryan","Hartman","USA",8477451,"R","Right Wing","Forward","RW","Ryan Hartman"
"Ian","McCoshen","USA",8477452,"D","Defenseman","Defenseman","D","Ian McCoshen"
"Chris","Bigras","CAN",8477453,"D","Defenseman","Defenseman","D","Chris Bigras"
"Adam","Erne","USA",8477454,"L","Left Wing","Forward","LW","Adam Erne"
"Jacob","de la Rose","SWE",8477455,"L","Left Wing","Forward","LW","Jacob de la Rose"
"J.T.","Compher","USA",8477456,"L","Left Wing","Forward","LW","J.T. Compher"
"Valentin","Zykov","RUS",8477458,"L","Left Wing","Forward","LW","Valentin Zykov"
"Laurent","Dauphin","CAN",8477460,"C","Center","Forward","C","Laurent Dauphin"
"Remi","Elie","CAN",8477461,"L","Left Wing","Forward","LW","Remi Elie"
"Robert","Hagg","SWE",8477462,"D","Defenseman","Defenseman","D","Robert Hagg"
"Steven","Santini","USA",8477463,"D","Defenseman","Defenseman","D","Steven Santini"
"Nic","Petan","CAN",8477464,"C","Center","Forward","C","Nic Petan"
"Tristan","Jarry","CAN",8477465,"G","Goalie","Goalie","G","Tristan Jarry"
"Nick","Sorensen","DNK",8477466,"R","Right Wing","Forward","RW","Nick Sorensen"
"Gustav","Olofsson","SWE",8477467,"D","Defenseman","Defenseman","D","Gustav Olofsson"
"Dillon","Heatherington","CAN",8477471,"D","Defenseman","Defenseman","D","Dillon Heatherington"
"Carl","Dahlstrom","SWE",8477472,"D","Defenseman","Defenseman","D","Carl Dahlstrom"
"Justin","Bailey","USA",8477473,"R","Right Wing","Forward","RW","Justin Bailey"
"Madison","Bowey","CAN",8477474,"D","Defenseman","Defenseman","D","Madison Bowey"
"Artturi","Lehkonen","FIN",8477476,"L","Left Wing","Forward","LW","Artturi Lehkonen"
"William","Carrier","CAN",8477478,"L","Left Wing","Forward","LW","William Carrier"
"Tyler","Bertuzzi","CAN",8477479,"L","Left Wing","Forward","LW","Tyler Bertuzzi"
"Eric","Comrie","CAN",8477480,"G","Goalie","Goalie","G","Eric Comrie"
"Zach","Sanford","USA",8477482,"L","Left Wing","Forward","LW","Zach Sanford"
"Spencer","Martin","CAN",8477484,"G","Goalie","Goalie","G","Spencer Martin"
"Emile","Poirier","CAN",8477486,"L","Left Wing","Forward","LW","Emile Poirier"
"Brett","Pesce","USA",8477488,"D","Defenseman","Defenseman","D","Brett Pesce"
"Nick","Baptiste","CAN",8477491,"R","Right Wing","Forward","RW","Nick Baptiste"
"Nathan","MacKinnon","CAN",8477492,"C","Center","Forward","C","Nathan MacKinnon"
"Aleksander","Barkov","FIN",8477493,"C","Center","Forward","C","Aleksander Barkov"
"Jonathan","Drouin","CAN",8477494,"L","Left Wing","Forward","LW","Jonathan Drouin"
"Seth","Jones","USA",8477495,"D","Defenseman","Defenseman","D","Seth Jones"
"Elias","Lindholm","SWE",8477496,"C","Center","Forward","C","Elias Lindholm"
"Sean","Monahan","CAN",8477497,"C","Center","Forward","C","Sean Monahan"
"Darnell","Nurse","CAN",8477498,"D","Defenseman","Defenseman","D","Darnell Nurse"
"Rasmus","Ristolainen","FIN",8477499,"D","Defenseman","Defenseman","D","Rasmus Ristolainen"
"Bo","Horvat","CAN",8477500,"C","Center","Forward","C","Bo Horvat"
"Valeri","Nichushkin","RUS",8477501,"R","Right Wing","Forward","RW","Valeri Nichushkin"
"Samuel","Morin","CAN",8477502,"D","Defenseman","Defenseman","D","Samuel Morin"
"Max","Domi","CAN",8477503,"C","Center","Forward","C","Max Domi"
"Josh","Morrissey","CAN",8477504,"D","Defenseman","Defenseman","D","Josh Morrissey"
"Alexander","Wennberg","SWE",8477505,"C","Center","Forward","C","Alexander Wennberg"
"Ryan","Pulock","CAN",8477506,"D","Defenseman","Defenseman","D","Ryan Pulock"
"Nikita","Zadorov","RUS",8477507,"D","Defenseman","Defenseman","D","Nikita Zadorov"
"Curtis","Lazar","CAN",8477508,"C","Center","Forward","C","Curtis Lazar"
"Mirco","Mueller","CHE",8477509,"D","Defenseman","Defenseman","D","Mirco Mueller"
"Kerby","Rychel","USA",8477510,"L","Left Wing","Forward","LW","Kerby Rychel"
"Anthony","Mantha","CAN",8477511,"R","Right Wing","Forward","RW","Anthony Mantha"
"Frederik","Gauthier","CAN",8477512,"C","Center","Forward","C","Frederik Gauthier"
"Jean-Sebastien","Dea","CAN",8477520,"C","Center","Forward","C","Jean-Sebastien Dea"
"Ross","Johnston","CAN",8477527,"L","Left Wing","Forward","LW","Ross Johnston"
"Colby","Cave","CAN",8477529,"C","Center","Forward","C","Colby Cave"
"Dakota","Mermis","USA",8477541,"D","Defenseman","Defenseman","D","Dakota Mermis"
"Sergey","Tolchinsky","RUS",8477566,"L","Left Wing","Forward","LW","Sergey Tolchinsky"
"Nathan","Walker","AUS",8477573,"L","Left Wing","Forward","LW","Nathan Walker"
"Curtis","Valk","CAN",8477583,"C","Center","Forward","C","Curtis Valk"
"Ronalds","Kenins","LVA",8477589,"L","Left Wing","Forward","LW","Ronalds Kenins"
"Josh","Jooris","CAN",8477591,"R","Right Wing","Forward","RW","Josh Jooris"
"Trevor","Murphy","CAN",8477634,"D","Defenseman","Defenseman","D","Trevor Murphy"
"Rinat","Valiev","RUS",8477642,"D","Defenseman","Defenseman","D","Rinat Valiev"
"Simon","Moser","CHE",8477666,"C","Center","Forward","C","Simon Moser"
"Josh","Currie","CAN",8477680,"R","Right Wing","Forward","RW","Josh Currie"
"Tyler","Gaudet","CAN",8477715,"C","Center","Forward","C","Tyler Gaudet"
"Joel","Hanley","CAN",8477810,"D","Defenseman","Defenseman","D","Joel Hanley"
"Kevin","Czuczman","CAN",8477814,"D","Defenseman","Defenseman","D","Kevin Czuczman"
"Michael","Zalewski","USA",8477816,"L","Left Wing","Forward","LW","Michael Zalewski"
"Pheonix","Copley","USA",8477831,"G","Goalie","Goalie","G","Pheonix Copley"
"Cody","Kunyk","CAN",8477832,"R","Right Wing","Forward","RW","Cody Kunyk"
"Matt","Carey","CAN",8477836,"L","Left Wing","Forward","LW","Matt Carey"
"Conor","Sheary","USA",8477839,"L","Left Wing","Forward","LW","Conor Sheary"
"Trevor","van Riemsdyk","USA",8477845,"D","Defenseman","Defenseman","D","Trevor van Riemsdyk"
"Ryan","Carpenter","USA",8477846,"C","Center","Forward","C","Ryan Carpenter"
"Bryce","Van Brabant","CAN",8477847,"L","Left Wing","Forward","LW","Bryce Van Brabant"
"Christian","Folin","SWE",8477850,"D","Defenseman","Defenseman","D","Christian Folin"
"Jordan","Oesterle","USA",8477851,"D","Defenseman","Defenseman","D","Jordan Oesterle"
"Jake","Chelios","USA",8477865,"D","Defenseman","Defenseman","D","Jake Chelios"
"Connor","Jones","CAN",8477881,"C","Center","Forward","C","Connor Jones"
"Patrick","Brown","USA",8477887,"C","Center","Forward","C","Patrick Brown"
"Daniel","Carr","CAN",8477901,"L","Left Wing","Forward","LW","Daniel Carr"
"Dennis","Everberg","SWE",8477902,"R","Right Wing","Forward","RW","Dennis Everberg"
"Garnet","Hathaway","USA",8477903,"R","Right Wing","Forward","RW","Garnet Hathaway"
"David","Wolf","DEU",8477913,"L","Left Wing","Forward","LW","David Wolf"
"Roman","Will","CZE",8477914,"G","Goalie","Goalie","G","Roman Will"
"Borna","Rendulic","HRV",8477916,"R","Right Wing","Forward","RW","Borna Rendulic"
"Frederick","Gaudreau","CAN",8477919,"C","Center","Forward","C","Frederick Gaudreau"
"Melker","Karlsson","SWE",8477922,"C","Center","Forward","C","Melker Karlsson"
"Michael","Keranen","FIN",8477923,"L","Left Wing","Forward","LW","Michael Keranen"
"Dennis","Rasmussen","SWE",8477929,"C","Center","Forward","C","Dennis Rasmussen"
"Pierre-Edouard","Bellemare","FRA",8477930,"L","Left Wing","Forward","LW","Pierre-Edouard Bellemare"
"Tomas","Nosek","CZE",8477931,"L","Left Wing","Forward","LW","Tomas Nosek"
"Aaron","Ekblad","CAN",8477932,"D","Defenseman","Defenseman","D","Aaron Ekblad"
"Sam","Reinhart","CAN",8477933,"C","Center","Forward","C","Sam Reinhart"
"Leon","Draisaitl","DEU",8477934,"C","Center","Forward","C","Leon Draisaitl"
"Sam","Bennett","CAN",8477935,"C","Center","Forward","C","Sam Bennett"
"Michael","Dal Colle","CAN",8477936,"L","Left Wing","Forward","LW","Michael Dal Colle"
